,Study_ID,First_Author,Publication_Year,Title,Study_Design,Population_Type,Study_Setting,Study_Location,DOI,Data_Extracted,Bibliography_Searched,Exclude,Notes,Case_Count,Comments,Patient_Count,Case_Count_series,Age_Low,Age_High,Age_Mean,Age_Median,Gender_Male_Cases,Gender_Male_Rate,Gender_Female_Cases,Gender_Female_Rate,Gender_Unknown_Cases,Gender_Unknown_Rate,Is_Intentional_Cases,Is_Intention_Rate,Is_Prisoner_Cases,Is_Prisoner_Rate,Is_Psych_Inpat_Cases,Is_Psych_Inpat_Rate,Is_Displaced_Person_Cases,Is_Displaced_Person_Rate,Under_Influence_Alcohol_Cases,Under_Influence_Alcohol_Rate,Psych_Hx_Cases,Psych_Hx_Rate,Severe_Disability_Hx_Cases,Severe_Disability_Hx_Rate,Previous_Ingestions_Cases,Previous_Ingestions_Rate,Motivation_Intent_To_Harm_Cases,Motivation_Intent_To_Harm_Rate,Motivation_Protest_Cases,Motivation_Protest_Rate,Motivation_Psychiatric_Cases,Motivation_Psychiatric_Rate,Motivation_Psychosocial_Cases,Motivation_Psychosocial_Rate,Motivation_Unknown_Cases,Motivation_Unknown_Rate,Motivation_Other_Cases,Motivation_Other_Rate,Motivation_Other_Psych_Hx_Cases,Motivation_Other_Psych_Hx_Rate,Motivation_Other_Severe_Disability_Hx_Cases,Motivation_Other_Severe_Disability_Hx_Rate,Object_Button_Battery_Cases,Object_Button_Battery_Rate,Object_Magnet_Cases,Object_Magnet_Rate,Object_Long_Cases,Object_Long_Rate,Object_Diameter_Large_Cases,Object_Diameter_Large_Rate,Object_Sharp_Cases,Object_Sharp_Rate,Object_Multiple_Cases,Object_Multiple_Rate,Object_Long_Sharp_Cases,Object_Long_Sharp_Rate,Object_Short_Cases,Object_Short_Rate,Object_Short_Sharp_Cases,Object_Short_Sharp_Rate,Outcome_Endoscopy_Cases,Outcome_Endoscopy_Rate,Outcome_Surgery_Cases,Outcome_Surgery_Rate,Outcome_Death_Cases,Outcome_Death_Rate,Outcome_Injury_Needing_Intervention_Cases,Outcome_Injury_Needing_Intervention_Rate,Outcome_Perforation_Cases,Outcome_Perforation_Rate,Outcome_Obstruction_Cases,Outcome_Obstruction_Rate,Outcome_Other_Cases,Outcome_Other_Rate,Outcome_Other_Long,Outcome_Conservative_Cases,Outcome_Conservative_Rate,Outcome_Endoscopy_Surgery_Cases,Outcome_Endoscopy_Surgery_Rate,Total_Cases
59,349,"Ali, A.",2020,A Child With A Gastrocolic Fistula After Ingesting Magnets: An Unusual Complication,Case Report,,"Pediatric Surgery, Salmaniya Medical Complex,","Manama, Bahrain",10.7759/cureus.9336,Y,,,,1.0,,,,9.0,9.0,9.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
60,353,"Carius, B.M.",2020,Sharp Object In The Belly: A Case Of Pediatric Intentional Razor Blade Ingestion In The Emergency Department,Case Report,,"Emergency Medicine, Brian D. Allgood Army Community Hospital,","Camp Humphreys, Korea",10.7759/cureus.7699,Y,,,,1.0,,,,17.0,17.0,17.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0
61,354,"Flynn, J.D.",2020,Endoscopic Retrieval Of Magnetic Foreign Body Ingestions With A Nasal Bridle: Description Of A Novel Technique,Case Series,,Maine Medical Center,"Portland, Maine, USA",10.1016/j.gie.2019.10.023,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
62,356,,2020,Repetitive Sharps Ingestion And Challenges With Retrieval And Prevention,,,,,,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
63,359,"Hernandez, P.V.",2020,Removal Of A Large Stone In¬†The Upper Thoracic Esophagus,Case Report,,From the Division of Gastroenterology and Hepatology Mayo Clinic,"Scottsdale, Arizona, USA",10.1016/j.mayocpiqo.2019.10.005,Y,,,,1.0,,,,34.0,34.0,34.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
64,360,"Salazar, J.A.D.",2020,"Ingestion Of Razor Blades, A Rare Event: A Case Report In A Psychiatric Patient",,,PUCE,"Quito, Ecuador",10.1093/jscr/rjaa094,Y,,,,1.0,,,,31.0,31.0,31.0,31.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0
65,369,"Tavallaei, M.",2021,Intentional Ingestion Of A Metallic Wire Causing Perforation And Retroperitoneal Abscess: A Case Report,Case Report,,"Department of Surgery, School of Medicine, Alborz University of Medical Sciences","Karaj, Iran",10.1177/1179547621102591,Y,,,,1.0,,,,34.0,34.0,34.0,34.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
66,370,"Udemgba, C.",2021,A Case Report Of An Unusual Left Atrial Mass,Case Report,,"Cardiovascular Center, University of Florida Health Jacksonville,","Jacksonville, Florida, USA",10.1093/ehjcr/ytaa500,Y,,,,1.0,,,,28.0,28.0,28.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
67,373,"Yang, L.",2021,Unusual Cervical Foreign Body - A Neglected Thermometer For 5 Years: A Case Report,Case Report,,"Department of Otolaryngology and Head & Neck Surgery, West China Hospital","Chengdu, Sichuan Province, China",10.12998/wjcc.v9.i30.9129,Y,,,,1.0,,,,32.0,32.0,32.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
68,375,,2021,"Intentional Foreign Body Ingestions: A Complex, Recurrent And Costly Issue",,,,,,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
69,377,,2021,Intestinal Perforation By Ingested Foreign Bodies,,,"Department of General Surgery, Tongji Hospital, Tongji University School of Medicine,","Shanghai, China",10.9738/INTSURG-D-15-00303.1,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
70,380,,2021,Laparoscopic Retrieval Of Ingested Foreign Body,,,,,,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
71,382,"Kotha, S.",2021,Crying Wolf: The Danger Of Recurrent Intentional Foreign Body Ingestion,,,"Department of Gastroenterology, Guy’s and St Thomas’ Hospitals NHS Trust","London, UK",10.1136/flgastro-2021-101888,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
72,386,"Dines, J.T.",2021,Chronic Intentional Chicken Bone Ingestion Mimicking Inflammatory Bowel Disease,Case Report,,"Internal Medicine, Naval Medical Center Portsmouth","Portsmouth, Virginia, USA",10.1136/bcr-2020239022,Y,,,,1.0,,,,23.0,23.0,23.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
73,399,"Zhao, G.",2022,Unexpected Death From Hepatic Abscess 16 Months After Toothbrush Ingestion,Case Report,,"Department of Forensic Medicine, Identification Center of Forensic Medicine, Hebei Medical University, Hebei Key Laboratory of Forensic Medicine, Collaborative Innovation Center of Forensic Medical Molecular Identification","Shijiazhuang, China",10.1111/1556-4029.15079,Y,,,,1.0,,,,23.0,23.0,23.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0,0.0,0.0,1.0
74,401,,2022,Endoscopic Management Of Intentional Foreign Body Ingestion: Experience From A Uk Centre,,,,,,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
75,402,"Yang, Z.M.",2022,Unlocking Dysphagia: Intentional Ingestion Of Foreign Bodies,Case Report,,"Department of Otolaryngology—Head & Neck Surgery, Medical College of Georgia, Augusta University","Augusta, Georgia, USA",10.1177/0145561320937829,Y,,,,1.0,,,,37.0,37.0,37.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
76,405,"Lai, M.J.",2022,An Unusually Large Object Removed From The Upper Esophagus In A Patient With Self Harm Syndrome,Case Report,,"Division of Otolaryngology–Head and Neck Surgery, Cooper University Hospital, Three Cooper Plaza, Suite 404,","Camden, New Jersey, USA",10.1177/0145561320953707,Y,,,,1.0,,,,32.0,32.0,32.0,32.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
77,406,"Sharma, J.",2022,Multi-Disciplinary Approach To Managing Deliberate Foreign Body Ingestion On The Medical Floor,Case Report,,UMass-Chan Medical School,"Springfield, MA, USA",10.1016/j.jaclp.2022.10.025,Y,,,,1.0,,,,29.0,29.0,29.0,29.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
78,409,"Apikotoa, S.",2022,Endoscopic Foreign Body Retrieval From The Caecum - A Case Report And Push For Intervention Guidelines,Case Report,,"St John of God Hospital,","Midland, Western Australia, Australia",10.1016/j.ijscr.2022.106755,Y,,,,1.0,,,,36.0,36.0,36.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0
79,414,"Ali, A.",2022,Endoscopic Retrieval Of An Ingested Mobile Phone From The Stomach Of A Prisoner: When Gastroenterologists Answer The Call,Case Report,,Mansoura International Hospital,"Mansoura, Egypt",10.7759/cureus.33053,Y,,,,1.0,,,,35.0,35.0,35.0,35.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
80,416,"Bozorgmehr, R.",2022,A Rare Case Of Abdominal Foreign Bodies; Laparoscopic Removal Of A Sewing Needle,Case Report,,"Department of Surgery Shahid Madani Hospital, Alborz University of Medical Sciences","Alborz, Iran",10.1016/j.amsu.2022.104747,Y,,,,1.0,,,,26.0,26.0,26.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0
81,421,"Ghahremani, G.G.",2022,Accidental Or Intentional Ingestion Of Toothbrushes: Experience With 8 Adult Patients,Case Series,,"Department of Radiology, University of California-San Diego Medical Center","San Diego, California, USA",10.1007/s10140-021-02009-x,Y,,,,5.0,,,,22.0,44.0,29.8,28.0,3.0,0.6,1.0,0.2,1.0,0.2,,,1.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,3.0,0.6,1.0,0.2,2.0,0.4,1.0,0.2,0.0,0.0,3.0,0.6,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6,3.0,0.6,0.0,0.0,2.0,0.4,0.0,0.0,2.0,0.4,0.0,0.0,2.0,0.4,4.0,0.8,0.0,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.0,0.4,,0.0,0.0,1.0,0.2,5.0
82,428,,2023,Gastrointestinal System Foreign Bodies.,,,,,,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
83,429,,2023,Effect Of Delayed Endoscopy Protocol On Timing And Safety Of Endoscopy For Foreign Body Ingestion And Esophageal Food Impaction,,,,,,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
84,431,"King, A.L.",2023,Surgical Management Of An Intentionally Ingested Vape Device Chronically Impacted Within The Duodenum Of An Adult Male,Case Report,,"Department of Surgery, University of North Dakota School of Medicine and Health Sciences","Grand Forks, USA",10.7759/cureus.39448,Y,,,,1.0,,,,36.0,36.0,36.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0
85,432,,2023,Management Of Foreign Body Ingestion In Adults: Time To Stop And Rethink Endoscopy,,,,,,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
86,439,"Rezazadeh, A.",2023,Removing 216 Sharp Metal Foreign Objects From The Digestive Tract Of A 30-Year-Old Male: Case Report,Case Report,,"Department of Surgery, Fatemi Hospital, Ardabil University of Medical Sciences","Ardabil, Iran",10.1097/MS9.0000000000000377,Y,,,,1.0,,,,30.0,30.0,30.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0
87,441,,2023,Ingestion Of Foreign Bodies In Prisons: How Should They Be Managed: Study Of 13 Cases,,,,,,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
88,442,,2023,Deliberate Foreign Body Ingestion In Patients With Underlying Mental Illness: A Retrospective Multicentre Study,,,,,,N,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
